frame_index,query,object_present,map_correct,reasoning
12,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight a 'ball' as it is not present in the scene."
13,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the object is not present. The similarity map shows areas of high similarity (yellow) for 'ball' in various regions, which is incorrect as no 'ball' exists in the scene."
14,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot correctly highlight a 'ball' as it is not present in the scene."
15,ball,False,False,"The RGB image does not contain a 'ball'. The similarity map incorrectly shows high similarity (yellow areas) for 'ball' across various parts of the scene, despite the object's absence."
16,ball,False,False,"The RGB image does not contain a 'ball'. The similarity map, however, shows high similarity (yellow areas) across a significant portion of the scene, which is incorrect as no 'ball' is present."
17,ball,True,False,"A small, light-colored, spherical object resembling a ball is present on the floor near the right wall in the RGB image. However, the similarity map does not distinctly highlight this specific object with high (yellow) similarity. The brightest yellow areas in the map are not co-located with the object."
18,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the object is not present. The similarity map shows areas of high similarity (yellow), which is incorrect since there is no 'ball' in the scene to highlight."
19,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight the object."
20,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, however, shows multiple areas of high similarity (yellow), which is incorrect as the object is not present in the scene."
21,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Since the object is not present, the similarity map cannot correctly highlight its location. The map shows varying levels of similarity, including some brighter areas, which would be incorrect if interpreted as highlighting a 'ball'."
22,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The semantic similarity map, however, shows several bright yellow areas indicating high similarity to 'ball', which is incorrect as no ball is present in the scene."
23,ball,False,False,"The RGB image does not contain a 'ball'. The similarity map incorrectly shows areas of medium to high similarity (green and yellow) across the scene, even though the target object is absent."
24,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. However, the similarity map shows areas of high similarity (yellow) on the right side, which is incorrect as no 'ball' is present in the scene."
25,ball,False,False,"The RGB image does not show any object that can be identified as a 'ball'. Therefore, the object is not present, and the similarity map cannot be correct in highlighting it."
26,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Despite the absence of the object, the similarity map shows several areas of high similarity (yellow), which are incorrect as there is no 'ball' to highlight."
27,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. However, the semantic voxel similarity map shows significant areas of high similarity (yellow/bright green), which incorrectly suggests the presence of a 'ball' in the scene."
28,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot correctly highlight a non-existent object."
29,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Despite the absence of the object, the similarity map shows numerous areas of high similarity (yellow), indicating an incorrect detection or hallucination of the object's presence."
30,ball,False,False,"No object identifiable as a 'ball' is present in the RGB image. Therefore, the similarity map cannot correctly highlight its location. The map shows areas of high similarity (yellow) which do not correspond to any 'ball' in the scene."
31,ball,False,False,"The RGB image does not contain a 'ball'. The similarity map, however, shows numerous areas of high similarity (yellow), which is incorrect as no 'ball' is present in the scene."
32,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot correctly highlight a non-existent object."
33,ball,False,False,"The RGB image is blurry but does not contain any object identifiable as a 'ball'. Despite the absence of the object, the similarity map shows large areas of high similarity (yellow), particularly on the right side, which is incorrect as no 'ball' is present in the scene."
34,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight a non-existent object. The bright areas in the similarity map do not correspond to a 'ball' in the scene."
35,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight the object's location, as the object is not present in the scene."
36,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Despite the absence of the object, the similarity map shows areas of high similarity (yellow), which is incorrect as there is no 'ball' to highlight."
37,ball,False,False,"The RGB image does not contain a 'ball'. The small dark circular object on the ceiling appears to be a sensor or camera, not a ball. Therefore, the object is not present. The similarity map, however, shows many yellow/bright areas indicating high similarity to 'ball' across the scene, which is incorrect given the absence of the object."
38,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. The semantic similarity map, however, shows high similarity (yellow areas) across a large portion of the image, incorrectly indicating the presence of a 'ball' where none exists."
39,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the object is not present. The similarity map, however, shows significant areas of moderate to high similarity (green and yellow), implying the presence of a 'ball' or features similar to it, which is incorrect given the RGB image."
40,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. The similarity map, however, shows areas of high similarity (yellow) across the image, which is incorrect given the absence of the target object."
41,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the object is not present, and the similarity map cannot be correct in highlighting it."
42,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the object is not present. Since the object is not present, the similarity map cannot correctly highlight its location."
43,ball,False,False,"The RGB image does not show any object that can be identified as a 'ball'. Therefore, the object is not present. Since the object is not present, the similarity map should ideally show low similarity (purple/dark areas) everywhere. However, the map displays significant areas of medium to high similarity (green and yellow), which is incorrect given the absence of the object."
44,ball,False,False,"The RGB image shows a room with a tiled floor and walls, but no 'ball' is present in the scene. The similarity map incorrectly shows a high similarity area (yellow) in the bottom-left corner, implying the presence of a ball where there is none."
45,ball,False,False,"The RGB image does not show any object that can be identified as a 'ball'. Therefore, the object is not present. The similarity map shows varying levels of similarity, with some areas indicating medium to high similarity (green/yellow), but since there is no 'ball' in the scene, any indication of similarity is incorrect."
46,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Since the object is not present, the similarity map should ideally show low similarity (purple/dark areas) uniformly across the scene. However, the provided map shows mostly green and yellowish-green areas, indicating moderate to somewhat high similarity, which is incorrect for an absent object."
47,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, despite the absence of the object, shows areas of medium to high similarity (green to yellowish-green), which is incorrect as there is no 'ball' to highlight."
48,ball,False,False,"The RGB image does not contain a 'ball'. Therefore, the similarity map cannot correctly highlight the object, and any indication of similarity would be incorrect."
49,ball,False,True,"The RGB image does not contain any object identifiable as a 'ball'. The similarity map correctly reflects this by showing predominantly low to moderate similarity (greens and blue-greens) across the entire scene, with no high similarity (yellow) areas."
50,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Since the object is not present, a correct similarity map should ideally show low similarity (purple/dark areas) across the entire scene. However, the provided similarity map shows mostly green and some yellowish-green areas, indicating moderate to somewhat high similarity, which is incorrect given the absence of the object."
51,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight a non-existent object. The map shows areas of high similarity (yellow) despite the absence of a ball, indicating it is incorrect."
52,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot be correct in highlighting a non-existent object. The map shows varying levels of similarity, including some yellowish-green areas, which would be incorrect if no ball is present."
53,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The semantic similarity map, however, shows areas of high similarity (yellow) in various parts of the image, which is incorrect given the absence of the target object."
54,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, however, shows high similarity (yellow/bright areas) across a large portion of the image, which is incorrect given the absence of the target object."
55,ball,False,False,"The RGB image shows a room with a ceiling and walls, but no 'ball' is visible anywhere in the scene. The similarity map, however, displays large areas of yellow/bright colors, indicating high similarity to a 'ball', which is incorrect given the absence of the object in the RGB image."
56,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, however, shows significant areas of high similarity (yellow) for the object 'ball', which is incorrect as the object is not present in the scene."
57,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot correctly highlight a 'ball' as it is not present in the scene."
58,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the object is not present. The similarity map is incorrect because it shows significant yellow/bright areas, indicating high similarity for 'ball' in certain regions, even though no ball is present in the scene."
59,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. However, the similarity map shows significant areas of high similarity (yellow), which is incorrect as no 'ball' is present in the scene."
60,ball,False,False,"The RGB image does not clearly show a 'ball'. There is a small dark spot on the floor, but it is not identifiable as a ball. Despite the absence of the object, the similarity map displays several yellow/bright areas indicating high similarity for 'ball', which is incorrect."
61,ball,True,False,"A small, dark, round object resembling a ball is present on the dark floor in the RGB image, located towards the bottom-right. However, the similarity map does not correctly highlight this object with high similarity (yellow) in its specific location. The map shows distributed high similarity values, but not a focused highlight on the ball."
62,ball,True,True,"A small, dark, spherical object, which can be interpreted as a 'ball', is visible on the dark floor in the bottom right corner of the RGB image. The semantic similarity map correctly highlights this exact location with a bright yellow area, indicating high similarity to the object 'ball'."
63,ball,True,False,"A small, round object resembling a ball is visible on the floor in the bottom-right corner of the RGB image. However, the similarity map shows broad, scattered areas of high similarity across a large portion of the scene, rather than a precise and localized highlight at the actual position of the small ball."
64,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the object is not present. The similarity map shows several areas of high similarity (yellow), which is incorrect since no 'ball' is in the scene."
65,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. The similarity map, however, shows areas of moderate to high similarity (green and yellow) across the scene, which is incorrect given the absence of the target object."
66,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Despite the absence of the object, the similarity map shows several areas with high similarity (yellow), which is incorrect."
67,ball,False,False,"The RGB image is very blurry and no object resembling a 'ball' can be identified. Since the object is not present, the similarity map cannot correctly highlight it."
68,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. However, the semantic voxel similarity map shows significant areas of high similarity (yellow), which is incorrect given the absence of the target object."
69,ball,False,False,"The RGB image does not contain a 'ball'. Therefore, the object is not present. The similarity map shows several areas of high similarity (yellow/bright), which is incorrect since there is no 'ball' in the scene."
70,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the object is not present, and the similarity map cannot be correct in highlighting it. The map shows areas of high similarity (yellow), which are incorrect given the absence of a ball in the scene."
71,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight a non-existent object, and any high similarity areas shown are incorrect."
72,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Therefore, the similarity map cannot correctly highlight a 'ball', and any areas of high similarity in the map are incorrect as there is no corresponding object."
73,ball,False,False,"The RGB image does not contain a 'ball'. However, the semantic similarity map shows several areas of high similarity (yellow), which incorrectly indicates the presence of a 'ball' or features resembling one."
74,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. Therefore, the similarity map cannot correctly highlight a 'ball' as it is not present in the scene."
75,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Since the object is not present, the similarity map cannot correctly highlight its location."
76,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, however, shows areas of high similarity (yellow/bright) across various parts of the scene, which is incorrect since the object is not present."
77,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. The similarity map, however, shows areas of high similarity (yellow) in the central-right portion, which do not correspond to any object in the scene that is a 'ball'. A correct map for a non-present object should ideally show low similarity across the entire scene."
78,ball,False,False,"The RGB image does not contain any object identifiable as a 'ball'. The similarity map shows areas of high similarity (yellow/bright green) throughout the scene, which is incorrect as no 'ball' is present to be highlighted."
79,ball,False,False,"The RGB image does not contain any object that can be identified as a 'ball'. Despite the absence of the object, the semantic similarity map shows several areas of high similarity (yellow), which are incorrect as there is no 'ball' to highlight."
0,door,True,True,"A door, partially frosted glass, is clearly visible on the right side of the RGB image. The semantic similarity map correctly highlights this door with high similarity (yellow areas) in the corresponding location."
1,door,False,False,"The RGB image shows an office or conference room with a large screen, a table, chairs, and a glass partition on the right. There is no visible door in the scene. Therefore, the object 'door' is not present, and the similarity map cannot be correct in highlighting a non-existent object."
2,door,True,True,"A door, which appears to be a glass office door with a frosted lower section, is visible on the right side of the RGB image. The similarity map correctly shows high similarity (brighter yellow/green areas) in the corresponding location on the right side of the map, indicating the presence and location of the door."
3,door,False,False,"The RGB image does not clearly show a 'door'. The scene depicts an office space with a table, chairs, and a TV. Since the object 'door' is not present, the similarity map cannot correctly highlight its location."
4,door,True,False,"A door is visible on the right side of the RGB image, partially obscured by a chair. However, the semantic similarity map for 'door' does not correctly highlight this area with high similarity (yellow/bright colors). The region where the door is located shows low to medium similarity (dark green/purple)."
5,door,False,True,"The RGB image does not show a 'door'. The semantic similarity map correctly reflects this by showing predominantly low similarity (purple/dark areas) across the entire scene for the object 'door', with no high similarity (yellow/bright areas) indicating its presence."
6,door,False,True,"The RGB image does not show a 'door'. The white rectangular object on the left appears to be a whiteboard or a fixed wall panel, not a door. The similarity map correctly reflects the absence of a door by showing predominantly low similarity (purple/dark green) values across the entire scene."
7,door,False,True,"The RGB image does not show a door. The white rectangular object on the left appears to be a wall or a large whiteboard, not a door. The similarity map correctly reflects the absence of a door by showing predominantly low similarity (purple/dark areas) throughout the image, with no significant high similarity (yellow) regions."
8,door,False,False,"The RGB image does not show a 'door'. Consequently, the similarity map cannot correctly highlight a door. Furthermore, the map shows areas of medium to high similarity (greenish-yellow), which is incorrect given the absence of a door in the scene."
9,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly reflects the absence of a door by showing predominantly low similarity (purple/dark areas) throughout the scene, with no high similarity (yellow) regions."
10,door,False,True,"The RGB image does not contain a discernible 'door'. The semantic similarity map correctly reflects this by showing predominantly low similarity (green/purple areas) across the entire scene, with no bright yellow areas indicating the presence of a door."
11,door,False,False,"The RGB image does not contain a 'door'. The semantic similarity map, therefore, cannot correctly highlight a door. While the map shows varying levels of similarity, with some brighter areas, these do not correspond to any door in the scene, making the map incorrect for the given object."
12,door,True,True,A door (a light brown panel) is visible in the bottom right of the RGB image. The similarity map correctly highlights this area with high similarity (yellow).
13,door,True,True,"A brown door is clearly visible in the bottom right portion of the RGB image. The similarity map correctly highlights this door with a large yellow area, indicating high similarity."
14,door,True,True,"A wooden door is clearly visible in the RGB image on the right side of the frame. The similarity map correctly highlights this door with a large yellow area, indicating high similarity, while the surrounding areas (ceiling, walls, glass panel) show low similarity (purple/dark green)."
15,door,True,True,"A wooden door is clearly visible in the RGB image. The similarity map correctly highlights the location and shape of this door with high similarity (yellow areas), while other parts of the scene show low similarity."
16,door,True,True,A wooden door is clearly visible in the RGB image. The semantic similarity map correctly highlights the location of this door with high similarity (yellow areas).
17,door,True,True,"A wooden door is clearly visible on the right side of the RGB image. The semantic similarity map correctly highlights this door with bright yellow (high similarity) in the corresponding location, while other areas show low similarity."
18,door,True,True,"A door is clearly visible on the right side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), while other objects like the desk, chair, and floor show low similarity (purple/dark green)."
19,door,False,False,"The RGB image does not contain a discernible 'door'. The similarity map incorrectly shows high similarity (yellow areas) on the right side of the image, corresponding to a wall or partition, where no door is present."
20,door,False,False,"The RGB image does not show a 'door'. While the similarity map is mostly dark (low similarity), there are distinct yellow/bright green areas, particularly on the right side, which incorrectly indicate high similarity for 'door' where no such object is present in the scene."
21,door,False,False,"The RGB image does not clearly depict a 'door'. The frosted glass partition on the right side of the image appears to be a fixed wall or window, not an operable door. Therefore, the object 'door' is not present."
22,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly reflects this by showing predominantly low similarity (purple/dark areas) across the scene, indicating no 'door' is detected."
23,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly reflects this by showing low similarity (darker, purplish-green areas) across the entire scene, with no bright yellow areas indicating the presence of a door."
24,door,False,False,"The RGB image does not show a 'door'. The similarity map, despite the absence of a door, displays areas of moderate to high similarity (lighter green/yellow), which is incorrect as no door is present in the scene."
25,door,False,False,"The RGB image does not show a 'door'. The scene depicts an office corner with a whiteboard and a chair, but no door is visible. Therefore, the similarity map cannot correctly highlight a non-existent object."
26,door,False,True,"The RGB image does not show any 'door'. The similarity map correctly reflects this by showing low to moderate similarity (mostly purple and green tones) across the entire scene, with no bright yellow areas indicating a 'door'."
27,door,False,False,"The RGB image does not clearly show a 'door'. The brown panel on the right side is ambiguous and lacks typical door features like a handle or hinges. Since the object is not present, the similarity map cannot correctly highlight its location."
28,door,True,True,"A door, partially obscured by a glass panel, is visible on the right side of the RGB image. The similarity map correctly highlights this area with bright yellow/green, indicating high similarity to 'door'."
29,door,True,False,"A door is clearly visible in the RGB image in the upper-left quadrant, behind the table. However, the similarity map shows low similarity (purple/dark blue) in this area. The high similarity (yellow/bright green) areas in the map are primarily located on the right side of the image, corresponding to the frosted glass partition or the wall/window area, not the actual door."
30,door,False,False,"The RGB image does not show a 'door'. The scene depicts an office space with a table, chairs, a monitor, and a window. Since no door is present, the similarity map should ideally show low similarity (dark/purple) throughout. However, the map shows areas of high similarity (yellow/bright) on the right side, which is incorrect given the absence of the object."
31,door,True,True,"A wooden door with a handle is clearly visible on the right side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), indicating the presence and location of the door."
32,door,True,True,"A door is clearly visible on the right side of the RGB image. The semantic similarity map correctly highlights this area with high similarity (yellow), indicating the presence and location of the door."
33,door,True,True,"A wooden door is clearly visible on the right side of the RGB image. The semantic similarity map accurately highlights this door with high similarity (yellow areas) in the correct location, while other areas show low similarity."
34,door,True,True,"A wooden door is clearly visible in the RGB image on the right side. The similarity map correctly highlights this door with a bright yellow area, indicating high similarity, while other parts of the scene show low similarity."
35,door,True,True,"A wooden door is clearly visible in the RGB image on the left side. The similarity map correctly highlights this door with a bright yellow area, indicating high similarity at its location."
36,door,True,True,"A door is clearly visible on the left side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), indicating the presence and location of the door."
37,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly shows low to moderate similarity (predominantly green/teal, no bright yellow areas), indicating the absence of the object 'door' in the scene."
38,door,False,True,The RGB image does not show a 'door'. The scene primarily depicts a ceiling with acoustic tiles and the upper part of a wall. The similarity map correctly reflects the absence of a door by not showing any high similarity (yellow/bright) areas.
39,door,False,False,"The RGB image does not show a 'door'. Therefore, the object is not present in the scene. Consequently, the similarity map cannot correctly highlight the object's location."
40,door,False,False,"The RGB image does not show a 'door'. The scene depicts an indoor corner with two white walls or panels. Since no door is present, the similarity map cannot correctly highlight it. The map shows varying levels of similarity but no distinct bright yellow region that would correspond to a door."
41,door,False,False,"The RGB image does not show a 'door'. Therefore, the object is not present. Since the object is not present, the similarity map cannot be correct in highlighting its location. The map also shows areas of moderate to high similarity (green/yellow) where no door exists, which is incorrect."
42,door,False,True,"The RGB image shows a room corner with whiteboards and a power outlet, but no door is visible. The similarity map correctly shows low to moderate similarity (green/teal colors) across the entire scene, with no bright yellow areas indicating a 'door'. Therefore, the map accurately reflects the absence of a door."
43,door,False,False,"No 'door' is visible in the RGB image. Therefore, the similarity map cannot correctly highlight the location of a 'door' with high similarity, as there is no door to highlight. The map itself does not show any areas of high similarity (yellow)."
44,door,False,True,"The RGB image shows a corner of a room with a tiled floor and white walls, but no door is visible. The similarity map correctly reflects the absence of a door by showing predominantly low similarity (dark/purple/green areas) across the entire scene, with no high similarity (yellow) regions."
45,door,False,False,"The RGB image does not show a 'door'. The scene depicts a corner of a room with a floor and walls, but no door is visible. Therefore, the similarity map cannot correctly highlight a door, and it does not show any significant high similarity (yellow) areas that would correspond to a door."
46,door,False,True,The RGB image does not show a 'door'. The similarity map correctly indicates the absence of a 'door' by not displaying any high similarity (yellow) regions.
47,door,False,True,The RGB image does not show a 'door'. The semantic similarity map correctly reflects this by not showing any high similarity (yellow/bright areas) for a 'door' anywhere in the scene.
48,door,False,False,"The RGB image does not contain a 'door'. Therefore, the object is not present. Since the object is not present, the similarity map cannot correctly highlight its location. Ideally, a correct map for an absent object would show consistently low similarity (purple/dark) across the entire image, but this map shows varying shades of green/teal, indicating intermediate similarity."
49,door,False,True,"The RGB image does not contain a 'door'. The similarity map correctly reflects this by showing low similarity (green/purple, no yellow) across the entire map, indicating no 'door' is detected."
50,door,False,True,"The RGB image 'RGB Frame 50' does not show a 'door'. The semantic voxel similarity map for 'door' correctly shows no high similarity (yellow areas) anywhere in the scene, which is appropriate given the object's absence."
51,door,False,True,"The RGB image shows a corner of a room with whiteboards and a wall outlet, but no door is visible. The similarity map for 'door' correctly shows low to moderate similarity (greenish-blue to green tones) across the entire scene, with no bright yellow areas indicating the presence of a door. This is consistent with the object's absence."
52,door,True,False,"A door is clearly visible on the left side of the RGB image. However, the similarity map shows low similarity (dark blue/purple) in the area corresponding to the door, and higher similarity (green/yellow) in the area corresponding to the wall, indicating the map is incorrect for the object 'door'."
53,door,False,True,"The RGB image shows an interior corner of a room with two white panels, likely whiteboards or wall sections. There is no 'door' visible in the scene. The similarity map correctly reflects this by showing low to moderate similarity (green/purple areas) throughout, with no high similarity (yellow) areas indicating the presence of a door."
54,door,False,False,"The RGB image does not show a 'door'. Therefore, the object is not present in the scene. Consequently, the similarity map cannot correctly highlight the location of a 'door'."
55,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly reflects this by showing low to medium similarity values (greens, blues, and purples) across the entire scene, without any high similarity (yellow) regions that would indicate the presence of a door."
56,door,False,True,"The RGB image does not clearly show a 'door'; it primarily depicts a ceiling and a plain wall. The similarity map correctly reflects the absence of a door by showing low to medium similarity values (greens and teals) across the entire scene, with no areas highlighted in yellow (high similarity) for a 'door'."
57,door,False,False,"The RGB image does not contain a 'door'. Therefore, the similarity map cannot correctly highlight the object's location."
58,door,True,True,"A door is clearly visible on the left side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), while the rest of the scene shows low similarity."
59,door,True,True,"A light brown wooden door is clearly visible on the left side of the RGB image. The similarity map correctly highlights this area with bright yellow, indicating high similarity to 'door'."
60,door,True,True,"A light brown door is clearly visible on the left side of the RGB image. The semantic similarity map correctly highlights this area with high similarity (yellow), indicating the presence and location of the door."
61,door,True,True,"A wooden door with a handle is clearly visible on the left side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), while the rest of the scene (wall, floor, chair) shows low similarity (purple/green)."
62,door,True,True,The RGB image clearly shows a wooden door on the left side of the scene. The semantic voxel similarity map correctly highlights this door with high similarity (yellow areas) in the corresponding location.
63,door,True,True,"A wooden door with a handle is clearly visible in the upper-middle left of the RGB image. The similarity map correctly highlights this area with bright yellow, indicating high similarity to the 'door' concept."
64,door,True,True,"A wooden door with a handle is clearly visible on the left side of the RGB image. The semantic similarity map correctly highlights this door area with high similarity (yellow/bright colors), while the surrounding wall and floor areas show low similarity (purple/darker colors)."
65,door,True,True,"The RGB image clearly shows a wooden door occupying the left and central part of the frame. The semantic similarity map correctly highlights this entire door area with high similarity (yellow), while the adjacent wall and background areas show low similarity (purple)."
66,door,True,True,"A door is clearly visible in the RGB image, occupying the central and left-hand side of the frame. The similarity map correctly highlights this area with bright yellow, indicating high similarity to the 'door' concept."
67,door,True,False,"A door (a glass door leading to another room) is present on the left side of the RGB image. However, the similarity map incorrectly shows high similarity (yellow areas) on the right side, corresponding to the wooden wall panel, rather than highlighting the actual door on the left."
68,door,True,True,The RGB image clearly shows a door with a frosted glass panel on the right side. The similarity map correctly highlights this entire door area with high similarity (yellow).
69,door,True,True,"A door, partially frosted glass, is clearly visible on the right side of the RGB image. The similarity map correctly highlights this area with yellow/bright green, indicating high similarity to 'door', while other objects like the trash can and chair show lower similarity (purple/dark green)."
70,door,True,False,"A door, characterized by a frosted glass panel with a white frame, is present on the right side of the RGB image. However, the semantic similarity map does not correctly highlight this area with high similarity (yellow); instead, it shows low similarity (purple/dark green) across the entire image."
71,door,True,False,"A door, or at least a door frame with a translucent panel, is visible on the far right side of the RGB image. However, the similarity map does not highlight this area with high similarity (yellow); instead, it shows low to medium similarity (green/purple tones) across the entire image."
72,door,True,False,"A door frame and a partially visible door are present on the far right side of the RGB image. However, the similarity map for 'door' does not highlight this area with high similarity (yellow); instead, it shows low to medium similarity (green/purple) in that region."
73,door,True,True,"A door, appearing as a frosted glass panel with a white frame, is visible on the right side of the RGB image. The similarity map correctly highlights this area with high similarity (yellow), indicating the presence and location of the door."
74,door,True,False,"A door is partially visible on the far right side of the RGB image. However, the similarity map does not highlight this area with high similarity (yellow/bright colors). The map shows mostly low to medium similarity (purple/green tones) across the entire scene, failing to correctly identify the door's location."
75,door,False,True,"The RGB image does not contain a 'door'. The similarity map correctly reflects this by showing predominantly low similarity (dark/purple colors) across the entire map, with no high similarity (yellow) areas falsely highlighting a door."
76,door,False,True,"The RGB image does not show any visible 'door'. The similarity map correctly reflects this by showing predominantly low similarity (purple/dark green) across the entire scene, with no high similarity (yellow) areas that would indicate a door."
77,door,False,True,"The RGB image does not show a 'door'. The similarity map correctly indicates low similarity (predominantly dark/purple colors) across the entire scene, which is appropriate given the absence of the object."
78,door,False,True,"The RGB image does not contain a 'door'. The semantic similarity map for 'door' correctly shows low to medium similarity values across the scene (purple/green), with no high similarity (yellow) areas, thus accurately reflecting the absence of a door."
79,door,False,False,"The RGB image does not show a 'door' panel. There is a doorway or door frame visible on the far right, but no actual door. The similarity map, however, shows areas of medium to high similarity (lighter green/yellowish) on the right side, corresponding to the doorway. Since no door is present, these highlighted areas indicate an incorrect mapping."
0,floor,True,False,"The 'floor' is clearly present in the RGB image, visible in the lower portion of the scene. However, the semantic voxel similarity map shows predominantly low similarity (dark purple) in the region corresponding to the floor, indicating that it does not correctly identify the floor."
